order_id;order_date;product_name;category;price_unit;quantity;discount_pct;store_city;store_region;sales_channel;returned;customer_segment;profit_margin_pct;shipping_cost
ORD00476;2025-07-01;Bicicleta;Esportes;972,89;1;15;Porto Velho;Norte;Loja Física;Não;Comum;17,52;41,91
ORD00477;2024-07-31;Suplemento;Esportes;110,71;1;0;Rio de Janeiro;Sudeste;E-commerce;Não;Comum;15,67;8,21
ORD00478;2024-07-06;Chuteira;Esportes;218,23;1;10;Manaus;Norte;Loja Física;Não;Comum;14,99;27,82
ORD00479;2024-12-27;Tênis;Moda;359,32;1;0;Rio de Janeiro;Sudeste;Loja Física;Não;Comum;24,82;7,48
ORD00480;2025-03-01;Sofá;Casa;800,0;1;0;Brasília;Centro-Oeste;Loja Física;Não;Comum;19,71;20,38
ORD00481;2025-02-06;Creme Facial;Beleza;123,91;2;0;Rio de Janeiro;Sudeste;Loja Física;Não;Comum;19,37;9,96
ORD00482;2024-08-10;Fone de Ouvido;Eletrônicos;325,22;1;5;Porto Velho;Norte;E-commerce;Não;Comum;10,43;21,59
ORD00483;2024-07-31;Creme Facial;Beleza;123,25;3;5;Salvador;Nordeste;E-commerce;Não;Comum;16,98;23,68
ORD00484;2025-01-27;Maquiagem;Beleza;40,82;1;5;Brasília;Centro-Oeste;Loja Física;Sim;Comum;22,17;10,16
ORD00485;2024-09-23;Shampoo;Beleza;22,07;1;0;Porto Velho;Norte;Loja Física;Não;VIP;22,89;30,38
ORD00486;2025-01-15;Panela;Casa;61,37;1;0;Rio de Janeiro;Sudeste;Loja Física;Não;Comum;20,0;8,25
ORD00487;2024-10-13;Jaqueta;Moda;185,31;2;0;Salvador;Nordeste;E-commerce;Não;Comum;29,74;16,55
ORD00488;2024-08-23;Toalha;Casa;61,18;1;0;Cuiabá;Centro-Oeste;Loja Física;Não;VIP;18,81;12,46
ORD00489;2025-06-30;Chuteira;Esportes;100,0;1;0;Cuiabá;Centro-Oeste;Loja Física;Não;Comum;20,0;12,98
ORD00490;2024-11-15;Camiseta;Moda;38,38;1;5;Rio de Janeiro;Sudeste;E-commerce;Não;Comum;29,78;9,79
ORD00491;2025-06-10;Suplemento;Esportes;87,54;1;0;Porto Alegre;Sul;E-commerce;Não;Comum;17,2;10,14
ORD00492;2024-07-29;Suplemento;Esportes;97,97;3;0;Belém;Norte;E-commerce;Não;Comum;16,47;29,01
ORD00493;2025-06-09;Jaqueta;Moda;198,97;1;0;Curitiba;Sul;E-commerce;Não;Empresa;30,0;8,09
ORD00494;2024-10-05;Tênis;Moda;229,64;1;0;Porto Velho;Norte;Loja Física;Não;Comum;28,93;24,69
ORD00495;2024-11-23;Raquete;Esportes;331,81;2;5;Cuiabá;Centro-Oeste;E-commerce;Não;VIP;17,46;8,64
ORD00496;2024-10-21;Bicicleta;Esportes;1377,27;1;0;São Paulo;Sudeste;Loja Física;Sim;VIP;17,58;13,12
ORD00497;2024-09-02;Shampoo;Beleza;35,05;3;5;Salvador;Nordeste;E-commerce;Não;Comum;20,53;21,94
ORD00498;2024-12-20;Toalha;Casa;35,4;4;5;Belo Horizonte;Sudeste;E-commerce;Não;Comum;19,94;8,54
ORD00499;2025-05-22;Calça Jeans;Moda;137,52;1;5;Porto Velho;Norte;Loja Física;Não;Empresa;27,02;26,06
ORD00500;2025-01-29;Creme Facial;Beleza;36,86;1;0;Manaus;Norte;E-commerce;Não;VIP;22,88;38,74
ORD00501;2025-04-02;Calça Jeans;Moda;100,0;1;5;Fortaleza;Nordeste;E-commerce;Não;Comum;30,0;16,32
ORD00502;2024-10-28;Tênis;Moda;100,0;3;10;São Paulo;Sudeste;Loja Física;Não;Comum;30,0;7,58
ORD00503;2025-02-25;Perfume;Beleza;50,58;1;0;Curitiba;Sul;E-commerce;Não;Comum;25,0;8,98
ORD00504;2025-05-12;Camiseta;Moda;56,88;1;15;Fortaleza;Nordeste;E-commerce;Não;Comum;28,03;23,47
ORD00505;2025-03-13;Raquete;Esportes;232,89;1;5;Belém;Norte;E-commerce;Não;Comum;20,0;36,12
ORD00506;2025-01-24;Bicicleta;Esportes;500,0;1;0;Porto Alegre;Sul;E-commerce;Não;Comum;18,32;14,42
ORD00507;2024-07-06;Creme Facial;Beleza;89,66;1;5;Recife;Nordeste;E-commerce;Não;VIP;19,63;21,19
ORD00508;2025-03-19;Smartphone;Eletrônicos;1105,94;1;0;Belo Horizonte;Sudeste;E-commerce;Não;Comum;15,0;9,11
ORD00509;2025-05-16;Notebook;Eletrônicos;2000,0;1;10;Recife;Nordeste;Loja Física;Não;Comum;13,53;23,28
ORD00510;2025-02-03;Bicicleta;Esportes;655,23;1;0;Fortaleza;Nordeste;E-commerce;Sim;Comum;19,98;34,56
ORD00511;2024-10-27;Bicicleta;Esportes;1086,44;1;15;São Paulo;Sudeste;Loja Física;Não;Comum;17,02;12,51
ORD00512;2025-06-29;Jaqueta;Moda;236,85;1;10;Brasília;Centro-Oeste;E-commerce;Não;Comum;28,51;8,01
ORD00513;2025-03-17;Fone de Ouvido;Eletrônicos;210,06;1;0;Curitiba;Sul;Loja Física;Sim;VIP;10,97;6,81
ORD00514;2024-08-12;Chuteira;Esportes;151,81;2;10;Belo Horizonte;Sudeste;Loja Física;Não;Comum;20,0;7,16
ORD00515;2025-07-02;Creme Facial;Beleza;71,15;1;0;Rio de Janeiro;Sudeste;E-commerce;Não;VIP;21,44;7,53
ORD00516;2025-06-09;Raquete;Esportes;152,98;2;0;Belo Horizonte;Sudeste;Loja Física;Não;Comum;20,0;6,08
ORD00517;2024-08-24;Suplemento;Esportes;83,76;2;0;Rio de Janeiro;Sudeste;E-commerce;Não;Comum;19,13;8,25
ORD00518;2024-10-13;Chuteira;Esportes;136,27;2;5;Curitiba;Sul;Loja Física;Não;Comum;17,02;11,97
ORD00519;2024-08-16;Shampoo;Beleza;60,12;1;0;Salvador;Nordeste;Loja Física;Não;Comum;15,71;21,19
ORD00520;2025-06-13;Chuteira;Esportes;116,12;1;5;Manaus;Norte;Loja Física;Não;Comum;20,0;21,25
ORD00521;2024-08-13;Bicicleta;Esportes;554,75;1;0;Curitiba;Sul;Loja Física;Não;Comum;19,88;17,98
ORD00522;2025-04-17;Raquete;Esportes;304,44;1;0;Belo Horizonte;Sudeste;Loja Física;Não;Comum;17,41;8,12
ORD00523;2025-02-02;Raquete;Esportes;443,78;1;5;Goiânia;Centro-Oeste;Loja Física;Não;Comum;16,65;10,7
ORD00524;2024-09-01;Jaqueta;Moda;203,68;1;5;Recife;Nordeste;Loja Física;Não;Comum;28,87;17,68
ORD00525;2024-10-16;Maquiagem;Beleza;48,79;1;0;Recife;Nordeste;E-commerce;Não;Comum;23,91;21,67
ORD00526;2024-10-20;Perfume;Beleza;111,25;1;0;Salvador;Nordeste;Loja Física;Não;VIP;21,66;15,75
ORD00527;2025-02-22;Cadeira;Casa;100,0;1;0;Manaus;Norte;E-commerce;Não;Comum;20,0;42,74
ORD00528;2024-09-22;Chuteira;Esportes;100,0;2;0;Porto Alegre;Sul;E-commerce;Não;VIP;18,05;7,45
ORD00529;2025-04-07;Smartphone;Eletrônicos;1158,65;1;0;Porto Velho;Norte;Loja Física;Não;Comum;15,0;36,03
ORD00530;2024-11-13;Chuteira;Esportes;147,51;2;0;Cuiabá;Centro-Oeste;E-commerce;Não;VIP;16,86;11,61
ORD00531;2024-09-20;Shampoo;Beleza;41,75;1;0;Porto Alegre;Sul;Loja Física;Não;Comum;20,74;11,07
ORD00532;2025-03-26;Suplemento;Esportes;88,8;1;0;Florianópolis;Sul;Loja Física;Não;VIP;17,05;7,95
ORD00533;2025-03-06;Camiseta;Moda;34,24;1;10;Goiânia;Centro-Oeste;Loja Física;Não;Comum;30,0;11,07
ORD00534;2025-05-30;Jaqueta;Moda;203,17;1;15;Belém;Norte;Loja Física;Não;Comum;29,25;35,7
ORD00535;2024-10-13;Carregador;Eletrônicos;47,21;2;5;Porto Velho;Norte;Loja Física;Não;Comum;15,0;39,11
ORD00536;2025-01-15;Sofá;Casa;800,0;1;5;Fortaleza;Nordeste;Loja Física;Não;Empresa;20,0;30,47
ORD00537;2025-01-08;Bicicleta;Esportes;1241,34;1;0;Goiânia;Centro-Oeste;E-commerce;Não;Comum;16,9;21,31
ORD00538;2024-10-08;Camiseta;Moda;160,56;1;5;Brasília;Centro-Oeste;Loja Física;Não;Comum;23,38;14,21
ORD00539;2025-06-19;Suplemento;Esportes;66,5;1;5;Belo Horizonte;Sudeste;Loja Física;Não;Comum;19,89;8,07
ORD00540;2025-06-20;Jaqueta;Moda;409,94;1;5;Manaus;Norte;Loja Física;Não;Comum;25,71;34,75
ORD00541;2025-05-27;Camiseta;Moda;37,46;4;0;Manaus;Norte;E-commerce;Não;Comum;29,63;33,6
ORD00542;2024-07-22;Sofá;Casa;913,55;1;10;Porto Velho;Norte;E-commerce;Não;Empresa;18,01;40,24
ORD00543;2024-08-07;Jaqueta;Moda;442,46;2;15;Cuiabá;Centro-Oeste;E-commerce;Não;Comum;28,58;13,03
ORD00544;2025-03-06;Raquete;Esportes;150,0;1;0;Florianópolis;Sul;Loja Física;Não;Comum;19,4;10,65
ORD00545;2024-12-14;Raquete;Esportes;150,53;1;0;São Paulo;Sudeste;Loja Física;Sim;Empresa;20,0;5,93
ORD00546;2025-05-21;Panela;Casa;98,78;1;0;Florianópolis;Sul;Loja Física;Não;VIP;16,51;6,13
ORD00547;2024-10-18;Bicicleta;Esportes;1023,9;1;0;São Paulo;Sudeste;E-commerce;Não;VIP;16,83;14,84
ORD00548;2024-07-20;Panela;Casa;89,84;1;0;Belém;Norte;Loja Física;Não;VIP;18,28;27,64
ORD00549;2024-07-04;Sofá;Casa;800,0;1;10;Fortaleza;Nordeste;Loja Física;Não;Comum;18,82;26,52
ORD00550;2024-11-09;Perfume;Beleza;288,33;3;0;Brasília;Centro-Oeste;Loja Física;Não;Comum;20,08;11,48
ORD00551;2025-04-28;Smartphone;Eletrônicos;1295,78;1;0;Belo Horizonte;Sudeste;Loja Física;Não;VIP;12,43;9,84
ORD00552;2024-08-22;Panela;Casa;39,58;1;0;Salvador;Nordeste;E-commerce;Não;Comum;20,0;20,02
ORD00553;2025-03-07;Maquiagem;Beleza;86,83;3;0;Belém;Norte;Loja Física;Não;Comum;19,76;34,96
ORD00554;2024-10-12;Tênis;Moda;184,07;1;0;Fortaleza;Nordeste;Loja Física;Não;VIP;26,71;16,73
ORD00555;2024-09-03;Camiseta;Moda;93,34;1;10;Belo Horizonte;Sudeste;Loja Física;Não;Comum;28,19;6,12
ORD00556;2025-04-16;Creme Facial;Beleza;32,38;1;5;Porto Velho;Norte;E-commerce;Não;Comum;24,6;32,26
ORD00557;2024-12-21;Fone de Ouvido;Eletrônicos;91,54;3;0;Porto Alegre;Sul;Loja Física;Sim;Comum;15,0;7,44
ORD00558;2025-02-02;Notebook;Eletrônicos;2000,0;1;0;Goiânia;Centro-Oeste;Loja Física;Não;Empresa;15,0;12,34
ORD00559;2025-04-03;Tênis;Moda;132,86;1;15;Goiânia;Centro-Oeste;Loja Física;Não;Comum;28,44;13,62
ORD00560;2024-12-16;Suplemento;Esportes;82,8;1;0;Porto Velho;Norte;Loja Física;Não;Comum;19,71;29,21
ORD00561;2025-02-05;Tênis;Moda;166,17;2;0;Rio de Janeiro;Sudeste;Loja Física;Não;Comum;29,95;8,64
ORD00562;2024-07-06;Fone de Ouvido;Eletrônicos;340,85;1;5;Belo Horizonte;Sudeste;Loja Física;Não;Empresa;9,83;7,73
ORD00563;2024-08-15;Perfume;Beleza;266,86;3;0;Florianópolis;Sul;Loja Física;Não;Comum;21,93;11,62
ORD00564;2024-08-01;Bicicleta;Esportes;845,4;1;0;Belo Horizonte;Sudeste;E-commerce;Não;Empresa;20,0;11,07
ORD00565;2025-06-10;Chuteira;Esportes;114,37;1;15;Belém;Norte;E-commerce;Não;VIP;19,54;36,81
ORD00566;2025-03-28;Toalha;Casa;38,64;4;0;Cuiabá;Centro-Oeste;Loja Física;Não;VIP;18,93;11,31
ORD00567;2025-06-19;Calça Jeans;Moda;347,62;1;0;Porto Alegre;Sul;E-commerce;Não;Comum;21,76;9,39
ORD00568;2024-08-29;Shampoo;Beleza;44,76;1;5;Rio de Janeiro;Sudeste;E-commerce;Não;Comum;20,9;8,81
ORD00569;2025-01-30;Maquiagem;Beleza;66,06;1;10;Florianópolis;Sul;E-commerce;Não;Comum;19,8;8,77
ORD00570;2024-07-16;Jaqueta;Moda;363,39;1;0;Florianópolis;Sul;E-commerce;Não;VIP;28,83;7,22
ORD00571;2025-05-23;Maquiagem;Beleza;35,69;1;0;Curitiba;Sul;Loja Física;Não;Comum;23,91;10,4
ORD00572;2024-11-23;Chuteira;Esportes;100,0;1;0;Rio de Janeiro;Sudeste;E-commerce;Não;Comum;19,42;8,92
ORD00573;2025-02-14;Perfume;Beleza;185,36;3;10;Brasília;Centro-Oeste;Loja Física;Não;Comum;22,09;7,54
ORD00574;2025-02-02;Notebook;Eletrônicos;2000,0;1;0;Belém;Norte;Loja Física;Não;Comum;15,0;27,36
ORD00575;2024-08-29;Tênis;Moda;192,35;1;5;Brasília;Centro-Oeste;Loja Física;Não;Comum;27,33;8,62
ORD00576;2024-12-16;Raquete;Esportes;351,14;1;10;Rio de Janeiro;Sudeste;Loja Física;Não;Comum;19,62;6,84
ORD00577;2024-08-21;Suplemento;Esportes;74,71;1;0;Recife;Nordeste;E-commerce;Não;Comum;18,81;21,53
ORD00578;2024-07-19;Sofá;Casa;1227,02;1;0;Recife;Nordeste;Loja Física;Não;Comum;18,55;30,16
ORD00579;2024-10-30;Perfume;Beleza;236,58;1;0;Florianópolis;Sul;E-commerce;Não;Comum;21,48;6,02
ORD00580;2024-11-21;Smartphone;Eletrônicos;1000,0;1;20;Porto Alegre;Sul;Loja Física;Não;VIP;15,0;6,56
ORD00581;2025-06-17;Cadeira;Casa;460,03;1;0;Recife;Nordeste;E-commerce;Não;Comum;16,35;31,01
ORD00582;2025-06-30;Perfume;Beleza;111,93;1;5;Cuiabá;Centro-Oeste;Loja Física;Não;Comum;23,89;11,71
ORD00583;2025-05-08;Perfume;Beleza;162,76;1;0;Salvador;Nordeste;E-commerce;Não;Comum;22,64;20,04
ORD00584;2025-06-02;Chuteira;Esportes;223,55;1;5;Porto Alegre;Sul;E-commerce;Não;VIP;14,96;10,95
ORD00585;2024-07-18;Sofá;Casa;1474,78;1;15;Belém;Norte;E-commerce;Não;Empresa;18,39;41,54
ORD00586;2025-06-17;Panela;Casa;50,14;1;10;Porto Velho;Norte;Loja Física;Não;Comum;20,0;34,15
ORD00587;2024-11-18;Shampoo;Beleza;27,62;1;0;Fortaleza;Nordeste;E-commerce;Não;Comum;24,73;18,97
ORD00588;2024-09-22;Raquete;Esportes;150,0;1;0;Belém;Norte;E-commerce;Sim;Comum;19,31;28,68
ORD00589;2025-03-24;Fone de Ouvido;Eletrônicos;222,11;1;0;Curitiba;Sul;Loja Física;Não;Comum;11,06;7,32
ORD00590;2024-10-07;Sofá;Casa;2337,24;1;0;Manaus;Norte;E-commerce;Não;Comum;18,33;58,66
ORD00591;2025-03-19;Calça Jeans;Moda;203,45;1;5;Florianópolis;Sul;E-commerce;Não;Comum;27,47;8,53
ORD00592;2024-08-11;Maquiagem;Beleza;100,54;1;10;Recife;Nordeste;Loja Física;Não;Comum;16,76;17,62
ORD00593;2024-11-17;Chuteira;Esportes;187,32;1;0;Florianópolis;Sul;Loja Física;Não;Comum;18,45;8,3
ORD00594;2025-05-01;Chuteira;Esportes;315,4;1;0;Recife;Nordeste;Loja Física;Não;Comum;11,56;17,03
ORD00595;2025-02-05;Camiseta;Moda;118,11;1;10;Salvador;Nordeste;Loja Física;Não;Comum;24,44;12,83
ORD00596;2025-06-11;Smartphone;Eletrônicos;1143,98;1;0;Goiânia;Centro-Oeste;Loja Física;Não;VIP;13,83;14,56
ORD00597;2025-06-07;Chuteira;Esportes;100,0;1;0;Salvador;Nordeste;Loja Física;Não;VIP;19,04;17,87
ORD00598;2024-12-07;Sofá;Casa;1417,71;1;0;Brasília;Centro-Oeste;E-commerce;Não;Empresa;18,36;18,62
ORD00599;2025-03-01;Perfume;Beleza;113,71;2;5;Fortaleza;Nordeste;E-commerce;Não;Comum;22,06;13,51
ORD00600;2025-04-20;Shampoo;Beleza;32,75;1;0;Belo Horizonte;Sudeste;Loja Física;Não;Comum;22,36;8,65
ORD00601;2024-09-01;Camiseta;Moda;132,44;1;20;Belo Horizonte;Sudeste;Loja Física;Não;Comum;25,37;5,79
ORD00602;2025-06-27;Smartphone;Eletrônicos;1000,0;1;0;Curitiba;Sul;Loja Física;Não;VIP;15,0;9,94
ORD00603;2025-06-29;Maquiagem;Beleza;63,49;2;0;Cuiabá;Centro-Oeste;E-commerce;Não;Comum;23,2;8,02
ORD00604;2024-10-02;Sofá;Casa;1043,07;1;0;Belo Horizonte;Sudeste;E-commerce;Não;VIP;18,47;11,23
ORD00605;2025-06-03;Carregador;Eletrônicos;82,97;2;0;Porto Alegre;Sul;Loja Física;Não;Comum;14,66;7,5
ORD00606;2024-09-04;Carregador;Eletrônicos;129,73;3;0;Porto Velho;Norte;Loja Física;Não;Comum;11,11;35,53
ORD00607;2025-05-09;Notebook;Eletrônicos;2000,0;1;0;Porto Velho;Norte;Loja Física;Não;Comum;13,26;29,75
ORD00608;2025-05-13;Jaqueta;Moda;150,0;1;0;São Paulo;Sudeste;Loja Física;Não;Comum;29,39;9,5
ORD00609;2024-09-09;Calça Jeans;Moda;230,91;1;5;São Paulo;Sudeste;Loja Física;Não;VIP;24,16;8,32
ORD00610;2025-06-10;Calça Jeans;Moda;153,47;1;5;Porto Alegre;Sul;E-commerce;Não;Comum;30,0;6,31
ORD00611;2024-12-10;Notebook;Eletrônicos;2000,0;1;0;Fortaleza;Nordeste;Loja Física;Sim;Comum;14,68;15,75
ORD00612;2024-07-12;Chuteira;Esportes;203,92;2;0;Recife;Nordeste;E-commerce;Não;Comum;15,33;19,57
ORD00613;2024-09-10;Notebook;Eletrônicos;2000,0;1;0;Cuiabá;Centro-Oeste;Loja Física;Não;Comum;14,86;14,79
ORD00614;2025-04-15;Maquiagem;Beleza;24,35;1;10;Fortaleza;Nordeste;E-commerce;Não;Comum;23,09;14,39
ORD00615;2025-06-27;Bicicleta;Esportes;1337,88;1;0;Porto Alegre;Sul;Loja Física;Não;Comum;16,51;13,51
ORD00616;2024-11-09;Sofá;Casa;1212,31;1;0;Curitiba;Sul;Loja Física;Não;Comum;19,11;12,69
ORD00617;2025-05-02;Chuteira;Esportes;234,97;1;0;Brasília;Centro-Oeste;E-commerce;Não;Comum;16,94;12,92
ORD00618;2025-06-29;Creme Facial;Beleza;59,63;1;0;São Paulo;Sudeste;Loja Física;Não;VIP;23,15;5,41
ORD00619;2024-12-09;Jaqueta;Moda;335,79;1;0;Rio de Janeiro;Sudeste;Loja Física;Não;Comum;27,77;7,42
ORD00620;2025-05-10;Suplemento;Esportes;111,98;1;0;Belém;Norte;Loja Física;Não;Empresa;17,37;28,24
ORD00621;2025-03-20;Cadeira;Casa;384,51;2;0;Rio de Janeiro;Sudeste;E-commerce;Não;Comum;17,44;12,73
ORD00622;2025-06-03;Maquiagem;Beleza;55,17;1;0;Belo Horizonte;Sudeste;Loja Física;Não;Empresa;23,29;7,3
ORD00623;2025-04-14;Bicicleta;Esportes;500,0;1;0;São Paulo;Sudeste;Loja Física;Não;Comum;18,21;13,93
ORD00624;2025-05-13;Tênis;Moda;114,62;1;10;Porto Velho;Norte;Loja Física;Não;Comum;28,35;26,6
ORD00625;2024-10-07;Panela;Casa;36,61;2;0;São Paulo;Sudeste;E-commerce;Não;Comum;20,0;7,6
ORD00626;2024-10-14;Suplemento;Esportes;105,8;4;0;Goiânia;Centro-Oeste;E-commerce;Não;Comum;19,29;14,03
ORD00627;2024-09-02;Panela;Casa;48,13;1;0;Fortaleza;Nordeste;Loja Física;Não;VIP;18,28;18,14
ORD00628;2025-05-04;Maquiagem;Beleza;84,91;3;0;Goiânia;Centro-Oeste;Loja Física;Sim;Comum;19,75;11,23
ORD00629;2025-04-01;Camiseta;Moda;52,51;1;0;Salvador;Nordeste;Loja Física;Não;VIP;27,17;20,71
ORD00630;2024-08-13;Perfume;Beleza;119,92;1;10;Porto Velho;Norte;Loja Física;Não;Comum;24,49;39,29
ORD00631;2024-11-28;Camiseta;Moda;96,95;4;0;Recife;Nordeste;Loja Física;Não;Comum;25,1;19,04
ORD00632;2025-06-06;Raquete;Esportes;387,46;1;0;Florianópolis;Sul;Loja Física;Não;VIP;17,52;9,81
ORD00633;2024-07-18;Raquete;Esportes;175,2;1;0;Belo Horizonte;Sudeste;Loja Física;Não;VIP;20,0;6,98
ORD00634;2025-06-01;Creme Facial;Beleza;56,48;1;10;Recife;Nordeste;Loja Física;Não;Comum;21,83;21,2
ORD00635;2025-01-01;Suplemento;Esportes;137,88;2;0;Belo Horizonte;Sudeste;Loja Física;Não;Comum;17,66;6,58
ORD00636;2024-09-27;Camiseta;Moda;46,18;1;0;Fortaleza;Nordeste;E-commerce;Não;Empresa;27,84;23,67
ORD00637;2024-09-18;Suplemento;Esportes;73,57;1;0;Porto Velho;Norte;Loja Física;Não;Comum;19,67;23,04
ORD00638;2025-05-16;Cadeira;Casa;686,26;1;0;Porto Velho;Norte;Loja Física;Não;VIP;11,82;57,65
ORD00639;2025-06-24;Camiseta;Moda;32,02;1;5;Porto Alegre;Sul;Loja Física;Não;Comum;30,0;9,03
ORD00640;2024-12-28;Bicicleta;Esportes;634,11;1;5;Curitiba;Sul;E-commerce;Não;Comum;20,0;16,01
ORD00641;2024-11-15;Panela;Casa;68,46;1;0;Goiânia;Centro-Oeste;Loja Física;Não;Comum;19,11;8,74
ORD00642;2024-10-29;Maquiagem;Beleza;49,72;1;0;Belém;Norte;Loja Física;Não;Comum;21,17;20,25
ORD00643;2025-05-17;Camiseta;Moda;89,38;2;0;São Paulo;Sudeste;Loja Física;Não;VIP;26,94;7,64
ORD00644;2025-05-07;Shampoo;Beleza;41,76;1;0;Rio de Janeiro;Sudeste;Loja Física;Não;Comum;19,24;8,66
ORD00645;2025-06-06;Chuteira;Esportes;169,07;1;5;Curitiba;Sul;E-commerce;Não;Empresa;16,45;11,15
ORD00646;2024-09-29;Smartphone;Eletrônicos;1153,48;2;0;Cuiabá;Centro-Oeste;Loja Física;Não;Comum;15,0;9,86
ORD00647;2024-09-27;Suplemento;Esportes;173,96;1;10;Salvador;Nordeste;E-commerce;Sim;Comum;14,93;22,77
ORD00648;2024-07-12;Maquiagem;Beleza;20,0;1;10;São Paulo;Sudeste;E-commerce;Não;Comum;24,98;9,14
ORD00649;2025-03-16;Carregador;Eletrônicos;70,59;3;0;Recife;Nordeste;Loja Física;Não;Comum;12,84;14,67
ORD00650;2024-09-16;Smartphone;Eletrônicos;1411,19;2;0;São Paulo;Sudeste;E-commerce;Não;Comum;12,37;6,2
ORD00651;2024-12-04;Maquiagem;Beleza;71,76;1;20;Fortaleza;Nordeste;Loja Física;Não;Comum;19,25;16,85
ORD00652;2024-11-07;Perfume;Beleza;332,85;3;10;Brasília;Centro-Oeste;Loja Física;Não;Comum;19,08;12,16
ORD00653;2024-10-19;Camiseta;Moda;46,47;1;20;Belo Horizonte;Sudeste;E-commerce;Não;Comum;28,49;9,21
ORD00654;2025-06-03;Calça Jeans;Moda;181,61;1;0;Manaus;Norte;Loja Física;Não;Comum;28,09;22,53
ORD00655;2024-07-29;Camiseta;Moda;53,94;1;0;Porto Velho;Norte;E-commerce;Não;VIP;29,37;26,5
ORD00656;2025-04-29;Camiseta;Moda;43,28;1;5;Brasília;Centro-Oeste;Loja Física;Não;Comum;27,96;13,92
ORD00657;2024-10-19;Carregador;Eletrônicos;97,56;2;0;Porto Alegre;Sul;Loja Física;Sim;Empresa;11,41;11,02
ORD00658;2024-11-16;Panela;Casa;84,41;2;5;Recife;Nordeste;E-commerce;Não;Comum;18,76;18,91
ORD00659;2025-03-09;Jaqueta;Moda;205,82;1;10;São Paulo;Sudeste;Loja Física;Não;Comum;28,6;6,06
ORD00660;2025-01-16;Calça Jeans;Moda;191,9;1;0;Manaus;Norte;E-commerce;Sim;Comum;28,73;35,32
ORD00661;2024-12-05;Suplemento;Esportes;98,47;1;0;Cuiabá;Centro-Oeste;Loja Física;Não;Comum;19,21;12,49
ORD00662;2025-03-23;Calça Jeans;Moda;182,16;2;0;Rio de Janeiro;Sudeste;Loja Física;Não;VIP;28,22;7,8
ORD00663;2025-05-26;Jaqueta;Moda;357,58;1;20;Curitiba;Sul;E-commerce;Não;Comum;26,14;8,68
ORD00664;2025-01-27;Toalha;Casa;57,6;1;0;Porto Alegre;Sul;Loja Física;Não;Comum;17,29;8,28
ORD00665;2024-11-08;Suplemento;Esportes;84,76;1;0;Porto Velho;Norte;Loja Física;Não;Comum;20,0;22,21
ORD00666;2025-07-02;Toalha;Casa;25,34;1;0;São Paulo;Sudeste;Loja Física;Não;Comum;20,0;9,59
ORD00667;2024-07-13;Notebook;Eletrônicos;2000,0;1;5;Porto Alegre;Sul;Loja Física;Não;Comum;14,12;11,15
ORD00668;2024-08-16;Shampoo;Beleza;40,66;1;10;Manaus;Norte;E-commerce;Não;Comum;22,14;36,1
ORD00669;2025-06-08;Bicicleta;Esportes;569,22;1;10;São Paulo;Sudeste;Loja Física;Não;Comum;17,87;14,81
ORD00670;2024-10-12;Toalha;Casa;20,74;1;10;São Paulo;Sudeste;E-commerce;Não;Comum;20,0;6,41
ORD00671;2024-09-10;Creme Facial;Beleza;93,97;2;0;Florianópolis;Sul;E-commerce;Não;Comum;22,13;6,68
ORD00672;2025-02-13;Sofá;Casa;1317,7;1;0;Porto Velho;Norte;E-commerce;Não;Empresa;17,15;44,84
ORD00673;2024-10-14;Raquete;Esportes;613,45;2;0;Curitiba;Sul;Loja Física;Não;Comum;12,6;8,81
ORD00674;2024-07-17;Toalha;Casa;49,4;1;10;Fortaleza;Nordeste;Loja Física;Não;VIP;16,93;16,25
ORD00675;2024-08-14;Smartphone;Eletrônicos;1000,0;2;0;Goiânia;Centro-Oeste;E-commerce;Sim;Comum;15,0;7,86
ORD00676;2025-02-19;Raquete;Esportes;393,53;1;0;Goiânia;Centro-Oeste;Loja Física;Não;Comum;18,7;8,89
ORD00677;2024-12-18;Suplemento;Esportes;211,73;1;0;Manaus;Norte;Loja Física;Não;VIP;11,85;24,79
ORD00678;2024-11-14;Raquete;Esportes;253,41;1;0;Belém;Norte;E-commerce;Não;Comum;17,04;36,63
ORD00679;2025-04-11;Shampoo;Beleza;52,71;1;0;Porto Velho;Norte;Loja Física;Não;Comum;19,26;22,3
ORD00680;2025-05-04;Raquete;Esportes;398,46;1;0;Salvador;Nordeste;Loja Física;Não;Comum;18,59;19,65
ORD00681;2024-11-01;Panela;Casa;70,14;1;0;Manaus;Norte;Loja Física;Não;Comum;18,58;28,61
ORD00682;2024-12-19;Bicicleta;Esportes;500,0;1;0;Florianópolis;Sul;E-commerce;Não;Comum;20,0;15,61
ORD00683;2025-02-23;Fone de Ouvido;Eletrônicos;97,97;1;10;Cuiabá;Centro-Oeste;Loja Física;Não;Comum;15,0;10,83
ORD00684;2025-01-17;Creme Facial;Beleza;122,26;1;5;Fortaleza;Nordeste;E-commerce;Não;Comum;19,08;21,28
ORD00685;2024-08-16;Cadeira;Casa;472,23;2;0;Brasília;Centro-Oeste;Loja Física;Não;Comum;14,81;18,84
ORD00686;2024-11-29;Toalha;Casa;29,28;3;5;Belo Horizonte;Sudeste;Loja Física;Não;Comum;19,24;8,26
ORD00687;2025-06-17;Chuteira;Esportes;105,92;1;5;Curitiba;Sul;Loja Física;Não;Comum;20,0;9,6
